"mat.nr","name","gender","birthday","course","semester","subject","attempt","score"
"447628","Johnson, Malcolm","m",1992-03-10,"Ba BIS",14,"Software Engineering",1,86
"206878","Schadel, Joshua","m",2004-09-08,"Ba CS",8,"Software Engineering",1,66
"343925","Cordova, Kevin","m",1992-09-10,"Ba BIS",8,"Formal Languages",1,70
"901798","Yeo, Jyun Hee","m",2000-08-03,"Ba CS",6,"Mathematics",1,62
"907747","Bivings, Izaak","m",1990-06-27,"Ba CS",11,"Mathematics",1,86
"282308","Gates, Frank","m",1999-01-27,"Ba CS",6,"Software Engineering",1,87
"541491","Lowen, Isaac","m",2000-02-14,"Ba CS",1,"Mathematics",1,93
"405321","el-Lodi, Khaleel","m",1995-07-20,"Ba BIS",4,"OOP",1,60
"503968","el-Siddiqi, Bakar","m",1998-04-28,"Ba BIS",2,"OOP",1,60
"260901","Newton, Stephen","m",2003-02-09,"Ba BIS",4,"Formal Languages",1,71
"454071","Hoyland, Eric","m",2003-06-28,"Ba BIS",2,"Data Bases",1,69
"988652","Ellis, Zsirahd","m",1995-10-14,"Ba CS",1,"Mathematics",1,88
"892363","Pavisook, Cody","m",2000-05-29,"Ba CS",3,"Computer Networks",1,71
"954067","el-Rizk, Abdul Haadi","m",1994-11-30,"Ba CS",10,"Mathematics",1,61
"277462","Dizon, Sergei","m",2000-07-03,"Ba BIS",2,"Software Engineering",1,94
"705937","Ricketts, Janelle","f",1997-07-16,"Ba BIS",3,"Mathematics",1,87
"411275","Bedolla, Allen","m",1991-08-01,"Ba BIS",10,"Formal Languages",1,98
"701383","al-Elbaz, Haniyya","f",2004-08-04,"Ba CS",4,"Data Bases",1,78
"229589","al-Muhammed, Taajuddeen","m",2001-03-08,"Ba CS",5,"Formal Languages",1,69
"846454","Gilbert-Mayes, Trevon","m",1999-07-09,"Ba CS",4,"Mathematics",1,61
"643179","Cooper, Rakem","m",1994-01-31,"Ba BIS",7,"Formal Languages",1,79
"100535","Brutout, Andrew","m",1991-11-21,"Ba CS",5,"Software Engineering",1,73
"276168","al-Dia, Haakima","f",2001-04-01,"Ba BIS",8,"Formal Languages",1,103
"436559","Gettler-Romero, Aaron","m",1995-04-30,"Ba CS",7,"Data Bases",1,74
"206878","Schadel, Joshua","m",2004-09-08,"Ba CS",8,"Formal Languages",1,41
"186828","el-Rashid, Daamir","m",1997-03-05,"Ba CS",20,"Mathematics",1,69
"495369","Van, Andrew","m",1990-05-21,"Ba BIS",20,"Computer Networks",1,59
"254375","Peppers, Cameron","m",1990-09-17,"Ba CS",14,"Formal Languages",1,78
"611151","Chun, Jonathan","m",2001-01-19,"Ba BIS",8,"Data Bases",1,56
"899899","al-Hadi, Nizaam","m",1998-10-01,"Ba CS",7,"Mathematics",1,72
"723369","Murphy, David","m",2003-07-24,"Ba CS",10,"Mathematics",1,87
"797409","Anchondo, Adriana","f",2004-01-07,"Ba BIS",9,"OOP",1,78
"745778","Sawyer, Mareno","m",1992-01-29,"Ba CS",5,"OOP",1,95
"145088","Martinez Alderete, Esperansa","f",1993-11-21,"Ba BIS",20,"OOP",1,76
"399122","el-Mahdi, Rabi","m",1995-06-30,"Ba CS",10,"Computer Networks",1,65
"429896","Mattson, Brianna","f",2004-02-25,"Ba CS",1,"OOP",1,92
"191156","Ault Booneel, Jumaal","m",1990-12-18,"Ba CS",5,"Software Engineering",1,67
"955496","el-Hadi, Subhi","m",2003-08-08,"Ba CS",6,"Software Engineering",1,86
"174439","Tribble, Raymond","m",1994-06-01,"Ba CS",10,"Computer Networks",1,89
"214659","Martinez, Brackin","m",1992-08-06,"Ba CS",10,"Software Engineering",1,75
"374043","Pena, Dale","m",1993-11-10,"Ba CS",4,"Formal Languages",1,86
"941458","Aldinger, Bryan","m",1997-09-12,"Ba CS",2,"OOP",1,78
"119374","Morford, Cameron","m",1990-07-19,"Ba CS",6,"Computer Networks",1,68
"299333","Roth, Michael","m",2002-12-12,"Ba CS",2,"Computer Networks",1,86
"870823","el-Mohammed, Sadoon","m",1998-07-21,"Ba CS",17,"Computer Networks",1,79
"934913","el-Atallah, Rashaad","m",1995-12-14,"Ba BIS",10,"Data Bases",1,59
"461588","al-Masri, Saabiq","m",1994-09-02,"Ba CS",1,"Software Engineering",1,81
"937560","Parson, Dj Ayla","f",1997-05-07,"Ba CS",6,"Mathematics",1,90
"654126","Cabral, Natalie","f",1993-04-21,"Ba CS",17,"OOP",1,59
"131963","Jenkins, Matthew","m",1993-05-15,"Ba CS",2,"Software Engineering",1,35
"701383","al-Elbaz, Haniyya","f",2004-08-04,"Ba CS",4,"Formal Languages",1,69
"634933","el-Hoque, Abood","m",1997-12-21,"Ba CS",6,"Mathematics",1,61
"588229","Toillion, Bryan","m",2001-02-07,"Ba BIS",10,"Software Engineering",1,72
"683912","Martin, Isiah","m",1994-03-12,"Ba CS",8,"Formal Languages",1,95
"704485","Henderson, Dakota","m",1990-05-10,"Ba BIS",10,"Software Engineering",1,65
"844902","Garza, Natashia","f",1995-07-07,"Ba BIS",3,"Data Bases",1,78
"844902","Garza, Natashia","f",1995-07-07,"Ba BIS",3,"Computer Networks",1,79
"217993","Cuthair, Raymond","m",1992-10-05,"Ba CS",1,"OOP",1,80
"637258","Freeman, Jonah","m",1993-08-25,"Ba CS",12,"Computer Networks",1,54
"955496","el-Hadi, Subhi","m",2003-08-08,"Ba CS",6,"Computer Networks",1,61
"452495","Zhu, Jota","m",1997-11-26,"Ba BIS",6,"Software Engineering",1,87
"208918","Cope, Jeremy","m",2003-08-24,"Ba CS",2,"Computer Networks",1,40
"914434","Punay, Prodeo","m",2000-09-02,"Ba CS",3,"Data Bases",1,87
"704526","Mansfield, Brent","m",1996-01-23,"Ba CS",15,"Computer Networks",1,77
"901246","al-Farooqui, Waail","m",1996-01-31,"Ba BIS",10,"Computer Networks",1,60
"243537","Milojevic, Nolan","m",1990-08-06,"Ba CS",10,"Software Engineering",1,48
"830765","el-Jabbour, Afeef","m",2001-09-29,"Ba CS",7,"Computer Networks",1,64
"919825","Lucero Pena, Christopher","m",2003-10-04,"Ba CS",4,"OOP",1,74
"762941","Martinez, Roberto","m",1990-08-02,"Ba BIS",20,"Software Engineering",1,69
"841195","Barela, Bryan","m",1990-02-06,"Ba CS",4,"Mathematics",1,93
"978520","Bovenzi, Sesar","m",1996-12-07,"Ba CS",8,"OOP",1,76
"324352","Michael, Andrew","m",1992-09-04,"Ba CS",3,"Software Engineering",1,104
"264689","el-Meer, Minnah","f",1993-04-12,"Ba CS",9,"Data Bases",1,113
"807370","Pfannenstiel, Alec","m",1995-08-25,"Ba CS",9,"Mathematics",1,64
"434301","Velazquez, Jasmine","f",2000-05-14,"Ba CS",10,"OOP",1,64
"528491","Escudero, Steven","m",2004-07-13,"Ba CS",4,"Mathematics",1,78
"451164","Angeles, John","m",2001-11-15,"Ba CS",17,"Mathematics",1,93
"773048","Adams, Briona","f",1999-02-28,"Ba CS",16,"Software Engineering",1,58
"447335","Morales, Alexander","m",2002-04-29,"Ba CS",10,"Data Bases",1,66
"720490","Healy, Christopher","m",2002-08-25,"Ba BIS",2,"Computer Networks",1,89
"208422","Charley, Kimiko","f",1991-05-18,"Ba CS",8,"Formal Languages",1,56
"190846","al-Bashir, Thamra","f",2000-05-17,"Ba CS",2,"Software Engineering",1,105
"744304","Page, Zachary","m",1993-10-11,"Ba CS",10,"OOP",1,78
"714018","Johnson, Colen","m",1991-03-20,"Ba CS",4,"Data Bases",1,82
"588397","Stewart, Andrew","m",2003-09-11,"Ba BIS",5,"OOP",1,86
"753321","el-Wahba, Mayyaada","f",1997-12-19,"Ba CS",15,"Formal Languages",1,94
"611603","al-Beydoun, Jasoor","m",2003-04-03,"Ba CS",12,"Software Engineering",1,87
"634659","Jackson, Sierra","f",1998-07-09,"Ba CS",16,"Computer Networks",1,86
"611603","al-Beydoun, Jasoor","m",2003-04-03,"Ba CS",12,"Mathematics",1,56
"646432","Fry, Joshua","m",1993-10-15,"Ba CS",10,"Data Bases",1,85
"651142","Werner, Hayden","m",1995-11-27,"Ba BIS",13,"OOP",1,117
"507709","Cooke, Timothy","m",2004-08-11,"Ba CS",4,"Software Engineering",1,80
"287315","al-Hanif, Ihaab","m",2001-01-08,"Ba CS",19,"Data Bases",1,95
"706156","Clyde, Alexander","m",2004-08-09,"Ba CS",8,"Computer Networks",1,89
"720490","Healy, Christopher","m",2002-08-25,"Ba BIS",2,"Formal Languages",1,107
"206878","Schadel, Joshua","m",2004-09-08,"Ba CS",8,"Computer Networks",1,67
"852879","Williams, Eyob","m",1991-06-13,"Ba CS",17,"OOP",1,57
"442284","Jaquez Cuevas, Oscar Ivan","m",1996-11-26,"Ba BIS",7,"Computer Networks",1,101
"804711","el-Rabbani, Yaasir","m",2001-04-16,"Ba BIS",1,"Data Bases",1,65
"287937","Garcia, Tucker","m",1998-05-11,"Ba CS",1,"Formal Languages",1,73
"855075","Castro, Isaac","m",2003-11-10,"Ba CS",10,"Computer Networks",1,90
"569592","Kim, Jordan","m",2001-09-18,"Ba CS",9,"Mathematics",1,88
"763855","Anaya, Bryce","m",1993-06-03,"Ba CS",5,"OOP",1,77
"720490","Healy, Christopher","m",2002-08-25,"Ba BIS",2,"Data Bases",1,77
"268020","Papke, William","m",1993-11-23,"Ba CS",11,"Data Bases",1,81
"103582","Walden, Stan","m",2000-12-21,"Ba CS",2,"Software Engineering",1,71
"107439","Williams, Jacob","m",1994-08-14,"Ba CS",9,"Computer Networks",1,57
"988353","Linnebur, Matthew","m",2003-09-09,"Ba CS",8,"Data Bases",1,58
"773048","Adams, Briona","f",1999-02-28,"Ba CS",16,"Mathematics",1,98
"462280","Xiong, Isaac","m",2002-01-29,"Ba CS",1,"Software Engineering",1,88
"430240","al-Nasir, Talaal","m",1994-10-19,"Ba CS",3,"Software Engineering",1,59
"746609","Smith, Simon","m",1991-09-02,"Ba CS",10,"Formal Languages",1,89
"202179","Tran, Christian","m",1999-02-21,"Ba CS",1,"Computer Networks",1,107
"625377","Bigback, Naomi","f",1999-03-25,"Ba BIS",10,"Mathematics",1,75
"713903","Santistevan, Jaqueline","f",1994-02-08,"Ba CS",6,"Software Engineering",1,65
"276168","al-Dia, Haakima","f",2001-04-01,"Ba BIS",8,"OOP",1,80
"510166","Suarez, Roland","m",1995-10-26,"Ba CS",3,"Formal Languages",1,86
"701383","al-Elbaz, Haniyya","f",2004-08-04,"Ba CS",4,"Mathematics",1,64
"722045","Angel, Kimberly","f",1992-12-05,"Ba CS",10,"Formal Languages",1,90
"972573","el-Ishak, Abdul Hakeem","m",2000-04-13,"Ba CS",8,"Mathematics",1,91
"666770","Noe, Savanna","f",1991-06-19,"Ba CS",18,"OOP",1,34
"192161","Nguyen, Jordan","m",2001-01-01,"Ba BIS",8,"Software Engineering",1,59
"653685","Murphy, Maxwell","m",2003-03-02,"Ba CS",19,"Software Engineering",1,62
"901628","Macias, Javier","m",1990-04-23,"Ba CS",19,"Mathematics",1,63
"488276","Bower, Sarina","f",1996-09-16,"Ba CS",6,"Software Engineering",1,67
"578259","Sameshima, Benjamin","m",1993-08-01,"Ba BIS",8,"OOP",1,83
"142196","Gutierrez, Juan","m",2001-08-06,"Ba CS",8,"OOP",1,91
"399122","el-Mahdi, Rabi","m",1995-06-30,"Ba CS",10,"Formal Languages",1,64
"795175","Canono, Sayfa","m",1994-08-07,"Ba BIS",2,"Formal Languages",1,66
"374043","Pena, Dale","m",1993-11-10,"Ba CS",4,"Computer Networks",1,93
"813559","Sanders, Arianna","f",1996-02-06,"Ba CS",5,"OOP",1,75
"373067","Cardenas, Richard","m",1993-03-11,"Ba CS",7,"Mathematics",1,75
"277462","Dizon, Sergei","m",2000-07-03,"Ba BIS",2,"OOP",1,87
"771621","Kielty, Tanner","m",2001-05-30,"Ba BIS",4,"Mathematics",1,67
"686049","Lovato, Dustin","m",1995-07-29,"Ba BIS",20,"Mathematics",1,93
"746609","Smith, Simon","m",1991-09-02,"Ba CS",10,"Data Bases",1,81
"744549","el-Hosein, Maa'iz","m",2004-07-14,"Ba CS",4,"OOP",1,83
"258005","Breakfield, Adam","m",1997-11-12,"Ba CS",10,"Mathematics",1,73
"639063","Jung, Timothy","m",2000-01-09,"Ba CS",5,"Software Engineering",1,109
"662661","Bean, Austin","m",1998-02-22,"Ba CS",6,"Data Bases",1,67
"685958","Hoffer, Justin","m",2000-02-28,"Ba BIS",10,"Mathematics",1,40
"374561","Chase-Knox, David","m",1992-06-25,"Ba CS",4,"Software Engineering",1,54
"642838","Hamilton, Derek","m",1990-10-19,"Ba CS",9,"Mathematics",1,94
"153150","Lee, Glenn","m",1998-03-13,"Ba CS",12,"OOP",1,77
"704526","Mansfield, Brent","m",1996-01-23,"Ba CS",15,"OOP",1,50
"661479","Hagos, Alicia","f",2003-10-17,"Ba BIS",17,"Computer Networks",1,83
"966783","Carpenter, De Vanta","m",1995-02-07,"Ba CS",6,"Software Engineering",1,100
"843652","Spencer, John","m",1998-12-15,"Ba BIS",1,"Software Engineering",1,66
"625874","Serrano Jr, Sergio","m",1998-04-19,"Ba BIS",10,"Data Bases",1,60
"454132","Nichols, Aimee","f",2002-02-18,"Ba CS",14,"Software Engineering",1,60
"519669","el-Harron, Hawraa","f",1993-10-06,"Ba CS",19,"Data Bases",1,45
"533146","Jones, Kenyan","m",1992-10-08,"Ba CS",10,"Data Bases",1,79
"162700","Jensen, Jake","m",1990-11-10,"Ba BIS",10,"Formal Languages",1,80
"275208","Jordan, Pete","m",2000-05-10,"Ba CS",12,"Data Bases",1,82
"153150","Lee, Glenn","m",1998-03-13,"Ba CS",12,"Formal Languages",1,67
"408061","Clary, Jordan","m",2001-05-14,"Ba CS",5,"Computer Networks",1,89
"692796","Nelson, James","m",2003-06-16,"Ba CS",10,"Computer Networks",1,70
"848671","Garza, Mystic","f",2000-03-31,"Ba CS",6,"Computer Networks",1,83
"237622","el-Masih, Dhaakir","m",2004-07-22,"Ba CS",20,"Data Bases",1,65
"466534","el-Hashemi, Jubair","m",1994-02-17,"Ba CS",1,"Computer Networks",1,86
"441623","Stegmayer, Akshay","m",1997-04-11,"Ba CS",20,"Mathematics",1,86
"326706","Montano, Richard","m",2004-01-11,"Ba CS",4,"Formal Languages",1,72
"554134","Cox, Nicholas","m",1992-12-28,"Ba CS",6,"Formal Languages",1,98
"725632","Montoya, Antonio","m",1997-05-02,"Ba CS",6,"Data Bases",1,58
"643614","Hankawa, Casandra","f",1998-06-26,"Ba BIS",6,"OOP",1,78
"617337","Midgyett, Joshua","m",1991-11-27,"Ba BIS",4,"Data Bases",1,73
"714141","Chu, Malcolm","m",1994-10-01,"Ba CS",6,"OOP",1,79
"564782","Dallas, Tyler","m",2000-04-07,"Ba CS",20,"Mathematics",1,75
"561957","Bustillos, George","m",1993-02-08,"Ba CS",1,"Formal Languages",1,64
"870823","el-Mohammed, Sadoon","m",1998-07-21,"Ba CS",17,"Formal Languages",1,56
"712318","Burgos, Jordan","m",1992-04-08,"Ba CS",4,"OOP",1,76
"679257","Molina, Ciara","f",1995-06-20,"Ba CS",8,"Mathematics",1,87
"879615","al-Sinai, Jawhar","m",1994-05-03,"Ba BIS",4,"Software Engineering",1,63
"385424","Strock, Dylan","m",1994-05-01,"Ba CS",8,"Mathematics",1,72
"261231","Kirby, Dominic","m",1998-08-24,"Ba CS",18,"Computer Networks",1,63
"557205","Hasan, Nicole","f",2002-04-08,"Ba CS",5,"Computer Networks",1,83
"776197","Luginbill, Lauren","f",1990-01-20,"Ba CS",14,"Formal Languages",1,84
"989426","Perkins, Antonio","m",2002-01-18,"Ba CS",7,"Computer Networks",1,86
"784621","al-Ghazal, Suwailim","m",2001-11-07,"Ba CS",6,"Formal Languages",1,52
"561957","Bustillos, George","m",1993-02-08,"Ba CS",1,"OOP",1,57
"223330","Reutter, Benjamin Allen","m",2004-03-01,"Ba BIS",6,"Computer Networks",1,68
"406719","Mace, Iaasic","m",1994-05-29,"Ba CS",9,"Mathematics",1,97
"965770","Banks, Jovan","m",1999-06-29,"Ba CS",6,"Formal Languages",1,89
"901546","Nguyen, Daniel","m",1996-12-24,"Ba CS",13,"Formal Languages",1,81
"560323","Holmlund, Jesse","m",1990-02-22,"Ba CS",16,"Mathematics",1,47
"853552","Smith, Tiana","f",2003-11-28,"Ba CS",4,"Formal Languages",1,64
"750518","Billings-Higgs, Collin","m",1998-03-24,"Ba CS",10,"Software Engineering",1,72
"186828","el-Rashid, Daamir","m",1997-03-05,"Ba CS",20,"Computer Networks",1,84
"533146","Jones, Kenyan","m",1992-10-08,"Ba CS",10,"Mathematics",1,85
"557510","Parham, Tyzeijah","f",2001-10-29,"Ba BIS",8,"Software Engineering",1,52
"986147","Soule, Bradley","m",1997-03-06,"Ba BIS",1,"Software Engineering",1,84
"664301","Hassell, Lewis","m",1999-02-27,"Ba BIS",2,"Data Bases",1,87
"640544","Quijano, Ociana","f",1997-11-05,"Ba CS",10,"OOP",1,69
"445001","el-Toure, Husaam","m",2003-10-02,"Ba CS",8,"Computer Networks",1,62
"356899","Morgan, Mika","f",1998-10-23,"Ba CS",7,"Formal Languages",1,77
"970277","Schell, Regal","m",1990-04-04,"Ba CS",6,"Software Engineering",1,75
"997300","Caballero, Wing","m",1997-01-18,"Ba BIS",4,"Computer Networks",1,91
"539075","Gardenhire, Tamarra","f",1995-08-17,"Ba CS",7,"Computer Networks",1,39
"452495","Zhu, Jota","m",1997-11-26,"Ba BIS",6,"Data Bases",1,62
"964593","Clawson, Trevor","m",2001-08-01,"Ba BIS",8,"Software Engineering",1,72
"887029","Meltesen-Lee, Daniel","m",2001-03-31,"Ba BIS",2,"Data Bases",1,92
"901546","Nguyen, Daniel","m",1996-12-24,"Ba CS",13,"OOP",1,90
"691727","Webb, Donovan","m",1994-03-27,"Ba CS",6,"OOP",1,102
"762941","Martinez, Roberto","m",1990-08-02,"Ba BIS",20,"Data Bases",1,90
"223826","Valenzuela Burciaga, James","m",1991-10-21,"Ba CS",8,"Mathematics",1,62
"867296","Jeffries, Nathan","m",1991-10-19,"Ba BIS",2,"Mathematics",1,68
"161498","Nolte, Jay","m",2002-08-29,"Ba BIS",4,"Data Bases",1,86
"431714","Davis, Randal","m",2004-08-23,"Ba CS",9,"Mathematics",1,75
"208918","Cope, Jeremy","m",2003-08-24,"Ba CS",2,"Mathematics",1,70
"964593","Clawson, Trevor","m",2001-08-01,"Ba BIS",8,"Computer Networks",1,59
"919825","Lucero Pena, Christopher","m",2003-10-04,"Ba CS",4,"Mathematics",1,64
"441363","Ezzat, Gerrison","m",2000-09-23,"Ba BIS",4,"Software Engineering",1,75
"299244","Bear, Jessica","f",1997-06-10,"Ba BIS",1,"Software Engineering",1,100
"960787","Moreno-Fonseca, Raul","m",1999-08-01,"Ba BIS",5,"Data Bases",1,80
"498039","Rackley, Kelvin","m",1996-03-01,"Ba CS",8,"Data Bases",1,91
"924224","Kruse, Lance","m",2004-08-16,"Ba CS",10,"Mathematics",1,82
"356199","Harper, Olivet","m",1993-08-17,"Ba BIS",2,"OOP",1,73
"375926","Sakamoto, Tyler","m",1997-11-10,"Ba BIS",16,"Formal Languages",1,92
"923531","Stebbins, Ryan","m",1992-09-03,"Ba CS",7,"Computer Networks",1,50
"243517","Long, Avenito","m",1992-02-17,"Ba CS",1,"OOP",1,100
"150360","Villalobos Sanchez, Gustavo","m",1999-10-23,"Ba CS",10,"Software Engineering",1,71
"665978","Ditlevson, Morgan","m",2004-10-25,"Ba CS",6,"Software Engineering",1,89
"965770","Banks, Jovan","m",1999-06-29,"Ba CS",6,"Mathematics",1,75
"340891","Chaloupka, Marina","f",2003-01-18,"Ba CS",8,"Software Engineering",1,66
"561957","Bustillos, George","m",1993-02-08,"Ba CS",1,"Computer Networks",1,89
"641167","Hayes, Rylan","m",1993-06-06,"Ba CS",6,"Software Engineering",1,73
"304351","Frazier, Gage","m",1991-04-07,"Ba CS",6,"Computer Networks",1,56
"442284","Jaquez Cuevas, Oscar Ivan","m",1996-11-26,"Ba BIS",7,"Software Engineering",1,57
"814669","Vongrith, Cheyenne","f",2004-05-21,"Ba CS",13,"Formal Languages",1,101
"714141","Chu, Malcolm","m",1994-10-01,"Ba CS",6,"Computer Networks",1,99
"170783","Puentes, Ailec","m",2003-07-07,"Ba CS",18,"Formal Languages",1,80
"637258","Freeman, Jonah","m",1993-08-25,"Ba CS",12,"Data Bases",1,87
"899899","al-Hadi, Nizaam","m",1998-10-01,"Ba CS",7,"Data Bases",1,71
"162700","Jensen, Jake","m",1990-11-10,"Ba BIS",10,"OOP",1,81
"234800","Orona, Stephenie","f",1998-02-28,"Ba BIS",8,"Software Engineering",2,94
"837659","Kohlgraf, Cheyenna","f",1995-06-05,"Ba CS",11,"Data Bases",2,105
"964355","Velasquez, Andres","m",1996-12-30,"Ba CS",5,"Mathematics",2,78
"921362","Carabetta, Noah","m",1998-06-28,"Ba CS",6,"Formal Languages",2,88
"815665","Dewaard, Brent","m",1998-08-14,"Ba CS",7,"Computer Networks",2,67
"431714","Davis, Randal","m",2004-08-23,"Ba CS",9,"OOP",2,80
"202799","Lindgren, Joylensia","f",1996-07-08,"Ba CS",4,"Computer Networks",2,98
"253019","Redmond, Quinn","m",1990-01-17,"Ba CS",8,"Software Engineering",2,92
"907747","Bivings, Izaak","m",1990-06-27,"Ba CS",11,"OOP",2,89
"614095","Gonzales, Pablo","m",2000-02-25,"Ba CS",10,"Mathematics",2,89
"786525","al-Zia, Razeen","m",2002-03-07,"Ba CS",14,"Software Engineering",2,106
"373667","Chandler, Jamila","f",1995-12-11,"Ba CS",8,"Data Bases",2,62
"907128","Canode, Robert","m",2003-12-13,"Ba CS",10,"Formal Languages",2,85
"619000","Lujan, Alexandria","f",2000-11-02,"Ba CS",10,"Formal Languages",2,85
"672177","Gray, Tyzeijah","f",1991-02-12,"Ba CS",4,"OOP",2,87
"213809","Martin, Gerhome","m",2000-11-09,"Ba CS",8,"OOP",2,68
"450146","Underwood, Wallace","m",1990-04-30,"Ba CS",10,"Data Bases",2,84
"161650","Sanchez, Eric","m",2003-12-02,"Ba CS",5,"OOP",2,81
"902383","Mccarty, Gal","f",2003-08-04,"Ba CS",6,"Formal Languages",2,75
"210438","Gallardo, Joseph","m",1992-07-06,"Ba CS",13,"Formal Languages",2,90
"941804","Tivona, Michael","m",2004-09-13,"Ba BIS",3,"OOP",2,86
"522133","Neelay, Nikki","m",1993-01-22,"Ba CS",9,"OOP",2,87
"466534","el-Hashemi, Jubair","m",1994-02-17,"Ba CS",1,"Software Engineering",2,96
"119309","el-Baccus, Shaafi","m",1995-01-21,"Ba CS",4,"Computer Networks",2,80
"568147","Yeturi, Sam","m",1993-04-24,"Ba CS",4,"Data Bases",2,100
"691824","el-Mohiuddin, Saamir","m",1994-08-02,"Ba BIS",8,"Mathematics",2,102
"516720","Carter, Clive","m",1993-09-23,"Ba CS",11,"Mathematics",2,75
"625874","Serrano Jr, Sergio","m",1998-04-19,"Ba BIS",10,"OOP",2,74
"386930","Valaer-Wilson, Tanaya","f",2002-12-01,"Ba CS",4,"Data Bases",2,84
"262565","Cardoza, Samara","f",1990-01-04,"Ba CS",15,"Data Bases",2,96
"133500","Webb, Isaac","m",2002-05-01,"Ba CS",4,"Software Engineering",2,75
"236641","Simpson, Isaiah","m",2003-03-30,"Ba CS",7,"Computer Networks",2,79
"251626","al-Kaiser, Abdul Waahid","m",1994-03-20,"Ba CS",2,"Data Bases",2,91
"918056","Willcutt, Rachael","f",1993-12-26,"Ba CS",4,"Computer Networks",2,100
"522133","Neelay, Nikki","m",1993-01-22,"Ba CS",9,"Formal Languages",2,74
"441363","Ezzat, Gerrison","m",2000-09-23,"Ba BIS",4,"Data Bases",2,81
"120722","Lucero, Andrez","m",1992-01-20,"Ba CS",2,"OOP",2,98
"515590","el-Pashia, Waliyya","f",1996-12-26,"Ba CS",11,"Software Engineering",2,93
"290618","Stoyanov, Cody","m",1990-05-28,"Ba CS",8,"Mathematics",2,88
"356019","el-Hassen, Faarooq","m",2004-06-20,"Ba CS",10,"Software Engineering",2,83
"762941","Martinez, Roberto","m",1990-08-02,"Ba BIS",20,"Mathematics",2,85
"852879","Williams, Eyob","m",1991-06-13,"Ba CS",17,"Software Engineering",2,74
"941804","Tivona, Michael","m",2004-09-13,"Ba BIS",3,"Formal Languages",2,78
"258730","el-Miah, Najeema","f",1997-04-30,"Ba BIS",10,"Data Bases",2,86
"827361","Williams, Juwan","m",1995-01-13,"Ba CS",15,"Data Bases",2,93
"879615","al-Sinai, Jawhar","m",1994-05-03,"Ba BIS",4,"Formal Languages",2,90
"441623","Stegmayer, Akshay","m",1997-04-11,"Ba CS",20,"Data Bases",2,100
"159347","Knox, Oree","m",1997-09-26,"Ba CS",6,"Data Bases",2,100
"169387","Dorsett, Brenden","m",2001-01-16,"Ba CS",2,"Computer Networks",2,91
"858378","Banuelos Gandara, Jose","m",2001-03-17,"Ba CS",10,"Mathematics",2,73
"844902","Garza, Natashia","f",1995-07-07,"Ba BIS",3,"OOP",2,59
"888927","el-Hakim, Badruddeen","m",2004-03-25,"Ba CS",8,"OOP",2,97
"341804","Xue, Adam","m",1999-03-10,"Ba CS",11,"Software Engineering",2,64
"870312","Thompson, Asien","m",1997-03-10,"Ba CS",7,"Software Engineering",2,80
"745778","Sawyer, Mareno","m",1992-01-29,"Ba CS",5,"Computer Networks",2,86
"181525","Zullali, Sean","m",1992-08-25,"Ba BIS",6,"Data Bases",2,83
"435322","Harriman, Luna","f",1998-09-16,"Ba CS",8,"Mathematics",2,93
"679257","Molina, Ciara","f",1995-06-20,"Ba CS",8,"Formal Languages",2,83
"935411","Gambor, Devundrick","m",1993-10-04,"Ba CS",9,"Computer Networks",2,84
"704485","Henderson, Dakota","m",1990-05-10,"Ba BIS",10,"OOP",2,71
"921362","Carabetta, Noah","m",1998-06-28,"Ba CS",6,"Computer Networks",2,67
"356019","el-Hassen, Faarooq","m",2004-06-20,"Ba CS",10,"Mathematics",2,80
"480957","Pham, Ryan","m",1997-01-17,"Ba CS",5,"Software Engineering",2,84
"200330","el-Zadeh, Awad","m",1992-10-31,"Ba BIS",2,"Data Bases",2,70
"784822","al-Rehmann, Abdul Jabbaar","m",1990-11-22,"Ba CS",10,"Data Bases",2,102
"190846","al-Bashir, Thamra","f",2000-05-17,"Ba CS",2,"Mathematics",2,91
"254898","Dang-Baca, Cody","m",1998-06-18,"Ba CS",4,"Software Engineering",2,79
"317713","Young, Ryan","m",1992-05-31,"Ba CS",8,"Mathematics",2,91
"935411","Gambor, Devundrick","m",1993-10-04,"Ba CS",9,"Software Engineering",2,75
"633246","Begay, Dashawn","m",1999-03-12,"Ba CS",5,"Formal Languages",2,89
"745778","Sawyer, Mareno","m",1992-01-29,"Ba CS",5,"Mathematics",2,106
"519669","el-Harron, Hawraa","f",1993-10-06,"Ba CS",19,"OOP",2,80
"223330","Reutter, Benjamin Allen","m",2004-03-01,"Ba BIS",6,"Data Bases",2,96
"625874","Serrano Jr, Sergio","m",1998-04-19,"Ba BIS",10,"Computer Networks",2,67
"813559","Sanders, Arianna","f",1996-02-06,"Ba CS",5,"Mathematics",2,85
"237622","el-Masih, Dhaakir","m",2004-07-22,"Ba CS",20,"Formal Languages",2,91
"377162","Jiles, Malaki","m",1997-11-13,"Ba CS",20,"Formal Languages",2,93
"192772","Lee, Huyen","f",1998-11-08,"Ba CS",3,"Mathematics",2,94
"674704","el-Salloum, Ubaida","m",1998-04-30,"Ba CS",4,"Mathematics",2,85
"319960","al-Parsa, Sumaita","f",2002-08-15,"Ba CS",2,"Formal Languages",2,79
"919825","Lucero Pena, Christopher","m",2003-10-04,"Ba CS",4,"Data Bases",2,87
"962321","Vega, Donovan","m",2001-02-20,"Ba CS",11,"Software Engineering",2,78
